timestamp,tempo_resposta,status,taxa_erro,disponibilidade
2025-11-18 14:08:34.274569,1.52,200,9.01,95.95
2025-11-18 14:07:34.274571,1.96,200,4.53,91.19
2025-11-18 14:06:34.274574,0.23,500,5.67,92.32
2025-11-18 14:05:34.274576,1.35,500,2.29,98.02
2025-11-18 14:04:34.274581,1.1,500,4.63,98.09
2025-11-18 14:03:34.274584,1.54,200,9.06,93.38
2025-11-18 14:02:34.274587,2.99,500,0.39,94.75
2025-11-18 14:01:34.274590,1.08,200,1.22,95.37
2025-11-18 14:00:34.274592,1.06,500,0.18,92.06
2025-11-18 13:59:34.274595,1.56,200,8.49,95.82
2025-11-18 13:58:34.274598,0.75,500,6.48,99.3
2025-11-18 13:57:34.274601,2.9,500,7.91,99.52
2025-11-18 13:56:34.274603,1.63,200,5.21,96.43
2025-11-18 13:55:34.274606,2.34,500,6.58,91.2
2025-11-18 13:54:34.274609,2.56,500,6.69,96.17
2025-11-18 13:53:34.274611,1.76,500,8.25,97.27
2025-11-18 13:52:34.274614,1.63,200,6.42,96.69
2025-11-18 13:51:34.274616,2.6,200,0.99,93.27
2025-11-18 13:50:34.274619,2.56,500,2.23,95.98
2025-11-18 13:49:34.274626,2.9,200,7.41,90.52
2025-11-18 13:48:34.274629,0.72,200,6.04,94.51
2025-11-18 13:47:34.274631,1.49,200,9.61,97.11
2025-11-18 13:46:34.274634,2.96,200,3.77,97.22
2025-11-18 13:45:34.274636,2.41,200,6.2,96.76
2025-11-18 13:44:34.274639,0.95,200,4.78,95.75
2025-11-18 13:43:34.274641,1.13,200,9.28,98.16
2025-11-18 13:42:34.274644,2.5,200,0.74,94.49
2025-11-18 13:41:34.274646,2.86,500,2.65,95.46
2025-11-18 13:40:34.274648,1.46,200,4.53,92.32
2025-11-18 13:39:34.274651,2.64,200,0.89,95.68
2025-11-18 13:38:34.274653,2.34,200,4.2,94.15
2025-11-18 13:37:34.274656,0.79,200,3.03,95.02
2025-11-18 13:36:34.274658,2.33,500,3.82,98.79
2025-11-18 13:35:34.274661,1.13,200,8.78,95.64
2025-11-18 13:34:34.274664,0.28,200,2.7,97.42
2025-11-18 13:33:34.274666,0.26,200,8.51,98.47
2025-11-18 13:32:34.274669,2.79,200,8.91,91.65
2025-11-18 13:31:34.274671,2.3,500,6.09,99.13
2025-11-18 13:30:34.274674,0.19,200,5.13,94.17
2025-11-18 13:29:34.274676,0.13,500,9.79,95.87
2025-11-18 13:28:34.274679,0.72,200,6.05,96.4
2025-11-18 13:27:34.274682,1.54,200,8.37,91.08
2025-11-18 13:26:34.274684,2.1,200,0.93,93.82
2025-11-18 13:25:34.274687,0.54,200,9.64,93.92
2025-11-18 13:24:34.274689,0.91,200,9.4,96.25
2025-11-18 13:23:34.274692,2.59,200,4.58,97.49
2025-11-18 13:22:34.274696,1.86,200,8.92,92.0
2025-11-18 13:21:34.274698,2.01,500,3.27,93.23
2025-11-18 13:20:34.274701,1.56,200,0.06,94.14
2025-11-18 13:19:34.274703,1.41,500,8.42,97.29
2025-11-18 13:18:34.274706,1.21,200,2.33,90.13
2025-11-18 13:17:34.274710,2.48,500,6.24,97.39
2025-11-18 13:16:34.274712,2.21,200,0.42,97.09
2025-11-18 13:15:34.274715,2.23,200,2.52,92.18
2025-11-18 13:14:34.274717,1.05,200,6.73,95.98
2025-11-18 13:13:34.274720,2.42,500,4.07,90.35
2025-11-18 13:12:34.274722,2.65,200,6.8,94.4
2025-11-18 13:11:34.274725,0.58,500,2.73,99.44
2025-11-18 13:10:34.274728,0.44,200,4.38,97.36
2025-11-18 13:09:34.274730,0.49,500,1.78,94.96
2025-11-18 13:08:34.274733,2.63,200,9.66,92.85
2025-11-18 13:07:34.274735,0.94,200,7.47,91.76
2025-11-18 13:06:34.274740,2.23,200,3.96,99.36
2025-11-18 13:05:34.274743,2.53,200,6.04,98.14
2025-11-18 13:04:34.274746,2.97,200,4.23,91.74
2025-11-18 13:03:34.274748,2.58,500,5.07,92.65
2025-11-18 13:02:34.274751,1.89,200,2.33,92.25
2025-11-18 13:01:34.274753,1.3,200,3.64,94.48
2025-11-18 13:00:34.274756,2.74,500,3.43,99.08
2025-11-18 12:59:34.274758,1.27,500,4.61,95.01
2025-11-18 12:58:34.274761,2.61,200,7.23,93.7
2025-11-18 12:57:34.274764,0.24,200,4.39,93.62
2025-11-18 12:56:34.274766,1.11,200,5.43,99.02
2025-11-18 12:55:34.274768,1.2,200,3.0,96.11
2025-11-18 12:54:34.274771,2.97,200,2.13,91.9
2025-11-18 12:53:34.274774,0.16,500,9.77,97.02
2025-11-18 12:52:34.274776,0.44,200,3.97,95.47
2025-11-18 12:51:34.274779,0.28,200,0.36,96.42
2025-11-18 12:50:34.274781,2.46,200,0.68,90.02
2025-11-18 12:49:34.274784,1.9,200,3.9,94.88
2025-11-18 12:48:34.274786,2.94,200,8.77,92.25
2025-11-18 12:47:34.274789,0.5,200,8.05,97.31
2025-11-18 12:46:34.274791,2.71,200,3.15,96.37
2025-11-18 12:45:34.274794,0.4,200,8.12,91.37
2025-11-18 12:44:34.274796,2.61,200,6.47,91.91
2025-11-18 12:43:34.274799,0.2,500,9.46,99.07
2025-11-18 12:42:34.274801,2.3,200,9.5,94.6
2025-11-18 12:41:34.274804,1.88,200,6.56,94.41
2025-11-18 12:40:34.274808,1.98,200,7.09,99.96
2025-11-18 12:39:34.274811,0.62,200,0.48,95.48
2025-11-18 12:38:34.274813,1.87,200,5.6,95.21
2025-11-18 12:37:34.274816,2.51,500,6.62,97.05
2025-11-18 12:36:34.274818,2.87,200,9.66,94.35
2025-11-18 12:35:34.274821,2.33,200,6.83,99.16
2025-11-18 12:34:34.274824,2.97,200,5.97,91.99
2025-11-18 12:33:34.274826,1.49,200,4.09,92.91
2025-11-18 12:32:34.274829,1.18,200,5.17,99.28
2025-11-18 12:31:34.274831,1.68,200,9.35,96.04
2025-11-18 12:30:34.274834,1.33,200,2.55,90.09
2025-11-18 12:29:34.274836,1.18,200,5.47,94.38
2025-11-18 12:28:34.274839,2.12,200,8.81,91.25
2025-11-18 12:27:34.274841,2.97,200,4.68,94.4
2025-11-18 12:26:34.274843,2.74,500,2.0,95.01
2025-11-18 12:25:34.274846,2.46,200,4.86,94.23
2025-11-18 12:24:34.274850,1.59,200,8.67,95.45
2025-11-18 12:23:34.274853,0.35,500,1.41,90.88
2025-11-18 12:22:34.274855,2.58,500,9.06,99.34
2025-11-18 12:21:34.274857,1.25,200,3.07,92.64
2025-11-18 12:20:34.274860,0.31,200,7.41,91.59
2025-11-18 12:19:34.274862,2.74,200,3.97,90.99
2025-11-18 12:18:34.274865,1.42,500,9.76,95.44
2025-11-18 12:17:34.274867,1.41,200,7.4,98.09
2025-11-18 12:16:34.274870,2.54,200,4.97,99.54
2025-11-18 12:15:34.274872,2.74,200,7.0,92.71
2025-11-18 12:14:34.274875,1.5,500,2.62,91.76
2025-11-18 12:13:34.274880,2.23,200,9.53,92.03
2025-11-18 12:12:34.274882,1.24,200,5.98,98.48
2025-11-18 12:11:34.274884,2.18,200,1.04,92.07
2025-11-18 12:10:34.274887,2.28,200,9.45,91.52
2025-11-18 12:09:34.274889,2.75,200,0.44,94.16
2025-11-18 12:08:34.274892,0.57,200,7.22,95.43
2025-11-18 12:07:34.274894,2.56,500,0.89,90.28
2025-11-18 12:06:34.274897,1.68,200,3.84,96.75
2025-11-18 12:05:34.274899,0.95,500,6.37,92.14
2025-11-18 12:04:34.274902,2.35,200,3.68,95.87
2025-11-18 12:03:34.274904,1.96,200,7.38,98.09
2025-11-18 12:02:34.274907,2.38,200,0.74,92.58
2025-11-18 12:01:34.274909,1.36,200,0.89,92.3
2025-11-18 12:00:34.274912,1.93,500,5.29,95.1
2025-11-18 11:59:34.274915,2.98,200,1.94,92.83
2025-11-18 11:58:34.274917,1.49,200,4.07,99.83
2025-11-18 11:57:34.274921,1.11,500,3.72,90.37
2025-11-18 11:56:34.274924,2.83,200,9.69,97.46
2025-11-18 11:55:34.274926,2.58,500,7.32,96.39
2025-11-18 11:54:34.274929,2.75,200,3.53,91.24
2025-11-18 11:53:34.274931,0.23,500,5.85,95.85
2025-11-18 11:52:34.274934,0.62,200,7.07,97.43
2025-11-18 11:51:34.274939,2.09,200,6.87,96.17
2025-11-18 11:50:34.274943,2.43,500,2.97,91.84
2025-11-18 11:49:34.274947,2.42,200,6.47,98.94
2025-11-18 11:48:34.274950,1.12,500,3.64,98.36
2025-11-18 11:47:34.274952,0.61,200,9.1,90.06
2025-11-18 11:46:34.274955,1.92,200,4.66,95.59
2025-11-18 11:45:34.274958,1.5,200,6.58,92.88
2025-11-18 11:44:34.274960,1.87,200,4.54,96.08
2025-11-18 11:43:34.274963,0.53,500,3.39,91.71
2025-11-18 11:42:34.274967,1.45,200,0.2,90.76
2025-11-18 11:41:34.274969,2.37,200,9.58,90.77
2025-11-18 11:40:34.274972,1.42,200,2.58,91.14
2025-11-18 11:39:34.274974,1.66,200,2.59,97.0
2025-11-18 11:38:34.274977,0.24,200,9.95,96.46
2025-11-18 11:37:34.274979,1.34,500,5.3,92.69
2025-11-18 11:36:34.274982,1.94,500,6.3,92.14
2025-11-18 11:35:34.274985,0.22,200,7.56,92.16
2025-11-18 11:34:34.274987,1.1,200,0.41,91.08
2025-11-18 11:33:34.274990,0.5,200,2.98,99.08
2025-11-18 11:32:34.274993,0.43,200,1.33,90.12
2025-11-18 11:31:34.274995,2.52,200,8.08,91.89
2025-11-18 11:30:34.274998,2.4,200,2.15,93.28
2025-11-18 11:29:34.275001,0.92,200,3.27,91.27
2025-11-18 11:28:34.275003,0.7,200,7.95,91.45
2025-11-18 11:27:34.275006,0.66,200,9.37,92.21
2025-11-18 11:26:34.275008,0.21,200,5.93,96.09
2025-11-18 11:25:34.275010,1.38,500,4.92,93.79
2025-11-18 11:24:34.275013,2.8,200,7.14,92.21
2025-11-18 11:23:34.275015,1.76,200,4.14,93.57
2025-11-18 11:22:34.275018,0.89,200,4.9,93.44
2025-11-18 11:21:34.275020,0.79,200,4.46,92.74
2025-11-18 11:20:34.275023,2.58,500,4.84,95.21
2025-11-18 11:19:34.275026,1.12,200,0.76,92.39
2025-11-18 11:18:34.275028,2.84,200,2.42,98.56
2025-11-18 11:17:34.275031,2.3,500,7.57,97.21
2025-11-18 11:16:34.275033,0.86,200,3.3,90.45
2025-11-18 11:15:34.275036,2.52,200,0.55,96.69
2025-11-18 11:14:34.275040,2.13,500,6.39,98.25
2025-11-18 11:13:34.275043,1.1,200,6.0,98.65
2025-11-18 11:12:34.275046,0.93,500,2.39,91.53
2025-11-18 11:11:34.275048,2.26,200,6.39,90.93
2025-11-18 11:10:34.275052,0.1,200,3.35,91.61
2025-11-18 11:09:34.275055,2.06,200,5.79,94.58
2025-11-18 11:08:34.275057,1.72,200,4.67,92.6
2025-11-18 11:07:34.275060,2.45,500,7.83,99.17
2025-11-18 11:06:34.275062,1.46,500,4.76,99.39
2025-11-18 11:05:34.275065,0.68,200,9.26,99.5
2025-11-18 11:04:34.275068,0.87,200,2.01,92.37
2025-11-18 11:03:34.275070,0.26,200,7.4,90.19
2025-11-18 11:02:34.275073,2.54,500,0.15,90.09
2025-11-18 11:01:34.275075,1.88,200,4.93,93.44
2025-11-18 11:00:34.275078,1.43,200,5.36,91.39
2025-11-18 10:59:34.275082,0.81,500,1.71,93.47
2025-11-18 10:58:34.275085,2.64,200,9.15,97.37
2025-11-18 10:57:34.275087,2.9,200,9.7,99.56
2025-11-18 10:56:34.275090,2.75,500,8.27,94.48
2025-11-18 10:55:34.275092,1.7,200,6.29,91.96
2025-11-18 10:54:34.275095,0.54,200,8.03,97.57
2025-11-18 10:53:34.275097,0.17,200,8.14,94.95
2025-11-18 10:52:34.275100,1.75,200,6.74,94.39
2025-11-18 10:51:34.275102,1.81,200,7.07,93.98
2025-11-18 10:50:34.275105,1.88,200,4.23,91.3
2025-11-18 10:49:34.275107,0.54,500,9.32,91.73
2025-11-18 10:48:34.275109,0.47,200,0.57,91.96
2025-11-18 10:47:34.275112,2.53,200,8.42,90.41
2025-11-18 10:46:34.275114,1.87,500,6.87,97.77
2025-11-18 10:45:34.275117,0.9,500,0.15,97.4
2025-11-18 10:44:34.275119,2.19,500,5.22,96.82
2025-11-18 10:43:34.275122,1.76,200,0.73,98.27
2025-11-18 10:42:34.275124,1.34,500,7.88,92.29
2025-11-18 10:41:34.275127,1.03,200,0.85,92.13
2025-11-18 10:40:34.275129,0.43,200,4.17,91.34
2025-11-18 10:39:34.275132,0.77,200,2.34,98.69
2025-11-18 10:38:34.275135,1.16,200,5.07,94.4
2025-11-18 10:37:34.275137,1.66,200,5.94,95.45
2025-11-18 10:36:34.275140,1.42,200,2.21,98.7
2025-11-18 10:35:34.275142,1.78,200,7.6,95.03
2025-11-18 10:34:34.275145,2.4,200,1.82,99.58
2025-11-18 10:33:34.275148,1.38,500,5.57,90.9
2025-11-18 10:32:34.275152,2.59,200,2.32,94.89
2025-11-18 10:31:34.275155,1.67,200,8.2,98.63
2025-11-18 10:30:34.275157,1.29,200,6.36,91.91
2025-11-18 10:29:34.275160,1.25,500,5.23,91.1
2025-11-18 10:28:34.275162,2.62,200,4.42,96.72
2025-11-18 10:27:34.275165,0.23,500,6.11,90.58
2025-11-18 10:26:34.275167,2.08,200,3.42,93.7
2025-11-18 10:25:34.275170,3.0,200,8.95,93.7
2025-11-18 10:24:34.275172,2.32,200,1.89,98.84
2025-11-18 10:23:34.275175,0.83,200,8.6,93.89
2025-11-18 10:22:34.275178,2.23,200,3.84,97.36
2025-11-18 10:21:34.275180,2.76,200,1.58,93.09
2025-11-18 10:20:34.275183,0.32,200,8.24,94.87
2025-11-18 10:19:34.275185,2.93,200,4.23,95.34
2025-11-18 10:18:34.275188,2.92,200,4.2,95.93
2025-11-18 10:17:34.275190,0.87,500,3.54,93.13
2025-11-18 10:16:34.275195,1.43,200,6.61,92.14
2025-11-18 10:15:34.275197,2.46,200,1.13,93.75
2025-11-18 10:14:34.275200,2.14,200,4.24,91.11
2025-11-18 10:13:34.275202,2.92,500,5.04,93.5
2025-11-18 10:12:34.275205,0.62,200,3.14,98.69
2025-11-18 10:11:34.275207,1.04,200,9.26,95.93
2025-11-18 10:10:34.275210,0.82,200,0.53,91.44
2025-11-18 10:09:34.275247,0.78,200,7.5,99.47
2025-11-18 10:08:34.275250,1.06,500,1.33,90.21
2025-11-18 10:07:34.275252,0.31,200,3.59,91.63
2025-11-18 10:06:34.275257,0.41,500,8.5,96.29
2025-11-18 10:05:34.275260,0.51,200,7.92,92.86
2025-11-18 10:04:34.275262,0.81,200,8.62,95.9
2025-11-18 10:03:34.275265,1.83,200,9.83,93.95
2025-11-18 10:02:34.275268,0.12,200,2.22,99.86
2025-11-18 10:01:34.275270,1.25,200,9.42,95.68
2025-11-18 10:00:34.275273,1.38,200,8.65,93.67
2025-11-18 09:59:34.275276,0.69,200,0.71,99.82
2025-11-18 09:58:34.275278,1.83,200,9.79,97.48
2025-11-18 09:57:34.275281,1.25,200,6.64,91.04
2025-11-18 09:56:34.275283,2.29,200,1.98,92.62
2025-11-18 09:55:34.275286,2.27,200,3.36,90.83
2025-11-18 09:54:34.275288,0.52,200,8.91,94.13
2025-11-18 09:53:34.275291,1.83,500,1.54,91.84
2025-11-18 09:52:34.275293,2.94,200,8.12,91.94
2025-11-18 09:51:34.275296,1.21,200,3.77,96.19
2025-11-18 09:50:34.275302,0.38,200,1.42,92.2
2025-11-18 09:49:34.275304,2.06,200,0.19,90.85
2025-11-18 09:48:34.275307,1.4,200,6.81,91.94
2025-11-18 09:47:34.275309,1.91,200,6.22,93.3
2025-11-18 09:46:34.275312,2.12,500,3.83,97.22
2025-11-18 09:45:34.275314,2.42,200,9.57,96.07
2025-11-18 09:44:34.275317,0.26,200,2.31,93.08
2025-11-18 09:43:34.275319,0.17,200,8.22,99.95
2025-11-18 09:42:34.275322,1.13,200,2.89,97.2
2025-11-18 09:41:34.275324,2.5,200,4.99,98.62
2025-11-18 09:40:34.275327,2.65,200,5.63,90.19
2025-11-18 09:39:34.275329,0.38,200,0.32,92.38
2025-11-18 09:38:34.275331,0.13,200,3.38,96.86
2025-11-18 09:37:34.275334,1.77,200,1.24,97.96
2025-11-18 09:36:34.275336,0.73,500,0.73,98.98
2025-11-18 09:35:34.275339,1.36,200,4.26,93.54
2025-11-18 09:34:34.275344,1.67,200,1.11,97.99
2025-11-18 09:33:34.275346,2.8,200,5.69,90.31
2025-11-18 09:32:34.275349,1.84,500,5.37,95.89
2025-11-18 09:31:34.275351,0.7,200,7.1,93.46
2025-11-18 09:30:34.275354,1.55,200,0.14,99.06
2025-11-18 09:29:34.275356,1.8,200,7.45,98.34
2025-11-18 09:28:34.275359,2.33,200,0.62,96.19
2025-11-18 09:27:34.275361,2.42,500,9.25,98.38
2025-11-18 09:26:34.275364,1.72,200,4.09,97.85
2025-11-18 09:25:34.275366,1.64,200,3.49,90.27
2025-11-18 09:24:34.275369,2.61,500,3.7,91.28
2025-11-18 09:23:34.275371,0.61,500,9.94,97.29
2025-11-18 09:22:34.275374,1.13,200,6.38,99.03
2025-11-18 09:21:34.275376,0.56,200,6.22,96.31
2025-11-18 09:20:34.275379,0.11,200,7.18,98.4
2025-11-18 09:19:34.275381,2.55,200,1.96,93.84
2025-11-18 09:18:34.275384,0.2,200,3.42,90.96
2025-11-18 09:17:34.275386,0.76,200,4.06,99.9
2025-11-18 09:16:34.275389,1.41,200,3.55,99.24
2025-11-18 09:15:34.275391,0.55,500,4.0,95.23
2025-11-18 09:14:34.275394,2.44,200,2.48,90.05
2025-11-18 09:13:34.275398,2.48,200,0.56,94.41
2025-11-18 09:12:34.275402,1.34,200,6.66,93.76
2025-11-18 09:11:34.275407,0.3,200,9.8,90.88
2025-11-18 09:10:34.275411,2.43,200,2.24,93.27
2025-11-18 09:09:34.275415,0.55,200,3.63,91.33
2025-11-18 09:08:34.275419,2.72,500,4.57,95.8
2025-11-18 09:07:34.275426,2.22,200,3.09,97.93
2025-11-18 09:06:34.275431,0.9,200,6.99,97.03
2025-11-18 09:05:34.275434,0.13,200,4.21,95.68
2025-11-18 09:04:34.275437,1.38,200,8.72,99.36
2025-11-18 09:03:34.275440,0.32,500,9.03,98.29
2025-11-18 09:02:34.275444,0.77,200,5.22,93.89
2025-11-18 09:01:34.275447,1.57,200,8.27,94.31
2025-11-18 09:00:34.275449,2.34,500,2.51,90.66
2025-11-18 08:59:34.275452,1.85,500,3.48,98.69
2025-11-18 08:58:34.275454,0.48,200,9.14,99.83
2025-11-18 08:57:34.275457,2.88,200,4.09,93.39
2025-11-18 08:56:34.275459,1.49,200,6.53,95.65
2025-11-18 08:55:34.275462,0.48,200,7.46,90.03
2025-11-18 08:54:34.275464,0.5,200,9.62,97.16
2025-11-18 08:53:34.275467,1.69,500,4.79,98.69
2025-11-18 08:52:34.275471,0.31,200,6.68,94.04
2025-11-18 08:51:34.275474,1.88,200,2.51,92.22
2025-11-18 08:50:34.275476,1.62,500,2.1,96.19
2025-11-18 08:49:34.275479,2.44,500,5.62,98.73
2025-11-18 08:48:34.275481,0.12,200,6.51,90.66
2025-11-18 08:47:34.275484,0.12,500,4.16,99.46
2025-11-18 08:46:34.275486,2.05,500,4.24,95.53
2025-11-18 08:45:34.275489,2.77,200,9.53,92.0
2025-11-18 08:44:34.275492,2.6,500,5.56,92.19
2025-11-18 08:43:34.275494,1.27,200,2.13,95.22
2025-11-18 08:42:34.275497,0.25,200,5.61,94.7
2025-11-18 08:41:34.275499,0.13,200,5.46,91.17
2025-11-18 08:40:34.275502,0.1,200,3.39,95.43
2025-11-18 08:39:34.275505,1.6,200,9.45,97.4
2025-11-18 08:38:34.275507,1.23,200,0.49,90.92
2025-11-18 08:37:34.275510,2.34,200,8.73,97.48
2025-11-18 08:36:34.275512,1.33,200,6.31,99.47
2025-11-18 08:35:34.275515,0.22,200,4.99,98.58
2025-11-18 08:34:34.275517,2.51,200,6.44,96.49
2025-11-18 08:33:34.275520,1.32,500,8.18,98.53
2025-11-18 08:32:34.275522,0.87,200,6.22,98.65
2025-11-18 08:31:34.275525,0.96,200,2.47,99.31
2025-11-18 08:30:34.275527,1.03,200,4.99,95.23
2025-11-18 08:29:34.275530,2.87,200,0.37,95.49
2025-11-18 08:28:34.275532,1.25,200,8.08,99.63
2025-11-18 08:27:34.275535,0.27,500,8.45,91.7
2025-11-18 08:26:34.275537,2.54,200,5.98,95.1
2025-11-18 08:25:34.275540,2.26,200,3.53,92.63
2025-11-18 08:24:34.275544,1.74,200,7.23,99.55
2025-11-18 08:23:34.275547,1.03,200,0.74,91.14
2025-11-18 08:22:34.275549,2.07,200,4.02,92.68
2025-11-18 08:21:34.275552,1.19,200,3.7,98.39
2025-11-18 08:20:34.275554,0.18,200,8.6,90.09
2025-11-18 08:19:34.275557,0.41,500,7.16,93.2
2025-11-18 08:18:34.275559,2.9,200,5.94,97.97
2025-11-18 08:17:34.275562,1.23,200,6.78,96.5
2025-11-18 08:16:34.275564,0.21,200,3.48,98.28
2025-11-18 08:15:34.275566,0.85,200,9.95,90.84
2025-11-18 08:14:34.275569,1.12,500,4.59,93.86
2025-11-18 08:13:34.275571,0.12,500,3.36,92.17
2025-11-18 08:12:34.275574,2.76,200,1.04,93.1
2025-11-18 08:11:34.275576,1.36,200,9.28,90.91
2025-11-18 08:10:34.275579,2.29,200,0.79,96.79
2025-11-18 08:09:34.275583,0.72,200,4.87,99.88
2025-11-18 08:08:34.275586,1.16,500,1.13,92.09
2025-11-18 08:07:34.275588,2.16,500,5.21,91.97
2025-11-18 08:06:34.275591,1.92,200,5.35,94.74
2025-11-18 08:05:34.275593,2.44,200,5.81,94.82
2025-11-18 08:04:34.275596,2.87,200,5.55,94.91
2025-11-18 08:03:34.275598,2.58,500,9.0,93.36
2025-11-18 08:02:34.275601,0.84,500,2.83,99.84
2025-11-18 08:01:34.275603,1.34,200,7.39,97.77
2025-11-18 08:00:34.275606,1.18,200,2.3,90.85
2025-11-18 07:59:34.275608,0.75,200,3.38,94.5
2025-11-18 07:58:34.275613,0.21,200,6.99,96.24
2025-11-18 07:57:34.275616,2.86,500,7.15,91.69
2025-11-18 07:56:34.275618,2.58,200,4.46,99.92
2025-11-18 07:55:34.275621,2.34,200,2.38,98.02
2025-11-18 07:54:34.275624,2.67,500,8.97,97.29
2025-11-18 07:53:34.275626,3.0,500,2.7,97.26
2025-11-18 07:52:34.275629,1.91,200,7.09,92.57
2025-11-18 07:51:34.275631,2.92,500,7.3,92.17
2025-11-18 07:50:34.275634,2.2,200,4.61,94.31
2025-11-18 07:49:34.275636,1.45,200,4.78,93.26
2025-11-18 07:48:34.275639,0.67,200,2.97,95.1
2025-11-18 07:47:34.275641,2.1,200,8.3,99.4
2025-11-18 07:46:34.275644,0.42,200,3.5,97.3
2025-11-18 07:45:34.275646,0.43,500,8.42,96.68
2025-11-18 07:44:34.275649,2.03,200,7.38,92.03
2025-11-18 07:43:34.275651,0.78,200,5.73,96.56
2025-11-18 07:42:34.275656,0.68,500,8.51,96.26
2025-11-18 07:41:34.275658,2.52,200,1.3,99.12
2025-11-18 07:40:34.275661,0.97,200,1.78,90.84
2025-11-18 07:39:34.275663,0.71,500,9.45,92.83
2025-11-18 07:38:34.275666,2.85,500,5.99,94.61
2025-11-18 07:37:34.275668,2.31,200,6.77,91.6
2025-11-18 07:36:34.275671,2.15,200,9.53,99.44
2025-11-18 07:35:34.275673,2.8,200,0.56,96.0
2025-11-18 07:34:34.275676,2.36,500,6.66,99.53
2025-11-18 07:33:34.275679,1.37,200,3.31,95.75
2025-11-18 07:32:34.275681,2.58,200,4.37,92.09
2025-11-18 07:31:34.275684,1.25,500,5.85,98.24
2025-11-18 07:30:34.275686,1.55,500,7.53,97.49
2025-11-18 07:29:34.275689,1.12,200,2.84,98.72
2025-11-18 07:28:34.275692,0.38,200,7.01,92.22
2025-11-18 07:27:34.275694,1.07,200,8.65,98.34
2025-11-18 07:26:34.275699,1.41,200,1.51,98.98
2025-11-18 07:25:34.275704,2.11,200,5.71,98.84
2025-11-18 07:24:34.275709,0.6,200,4.09,98.49
2025-11-18 07:23:34.275714,2.17,200,5.92,90.98
2025-11-18 07:22:34.275719,1.67,200,2.82,94.92
2025-11-18 07:21:34.275723,2.47,500,5.07,93.39
2025-11-18 07:20:34.275725,0.26,200,9.18,93.46
2025-11-18 07:19:34.275728,0.9,200,7.64,97.69
2025-11-18 07:18:34.275731,1.1,200,4.17,93.01
2025-11-18 07:17:34.275734,0.59,200,2.79,98.16
2025-11-18 07:16:34.275737,0.83,200,0.3,97.54
2025-11-18 07:15:34.275739,1.88,500,0.45,93.23
2025-11-18 07:14:34.275742,1.0,200,5.64,96.35
2025-11-18 07:13:34.275744,0.33,200,3.42,96.37
2025-11-18 07:12:34.275747,1.07,200,4.97,96.91
2025-11-18 07:11:34.275749,1.66,200,6.04,94.4
2025-11-18 07:10:34.275752,1.5,200,0.85,97.27
2025-11-18 07:09:34.275754,2.8,200,8.02,97.81
2025-11-18 07:08:34.275757,2.7,200,9.1,96.59
2025-11-18 07:07:34.275759,2.65,500,1.98,97.84
2025-11-18 07:06:34.275763,2.42,500,6.78,90.06
2025-11-18 07:05:34.275765,0.69,200,6.97,91.81
2025-11-18 07:04:34.275768,0.97,200,1.15,93.93
2025-11-18 07:03:34.275770,2.21,200,4.08,97.41
2025-11-18 07:02:34.275773,0.45,500,8.32,97.25
2025-11-18 07:01:34.275775,1.16,500,5.56,98.5
2025-11-18 07:00:34.275780,0.13,200,3.97,91.65
2025-11-18 06:59:34.275782,2.73,500,8.14,92.83
2025-11-18 06:58:34.275785,0.32,500,3.56,95.89
2025-11-18 06:57:34.275787,2.77,200,2.3,99.28
2025-11-18 06:56:34.275790,1.23,200,1.17,95.32
2025-11-18 06:55:34.275794,1.65,500,4.24,91.75
2025-11-18 06:54:34.275797,1.23,200,6.3,93.58
2025-11-18 06:53:34.275799,1.67,200,2.09,90.87
2025-11-18 06:52:34.275801,2.73,500,1.17,98.46
2025-11-18 06:51:34.275804,1.77,500,6.25,98.01
2025-11-18 06:50:34.275806,2.55,200,8.92,95.7
2025-11-18 06:49:34.275809,2.15,500,3.23,96.41
2025-11-18 06:48:34.275811,2.47,200,6.85,95.66
2025-11-18 06:47:34.275814,2.49,500,8.41,97.2
2025-11-18 06:46:34.275816,1.93,500,4.48,92.93
2025-11-18 06:45:34.275819,2.61,500,6.79,93.99
2025-11-18 06:44:34.275823,0.98,200,2.51,92.06
2025-11-18 06:43:34.275826,1.19,200,5.12,95.92
2025-11-18 06:42:34.275828,1.61,200,7.38,97.05
2025-11-18 06:41:34.275830,0.56,500,4.08,91.29
2025-11-18 06:40:34.275833,2.01,200,7.02,98.85
2025-11-18 06:39:34.275835,2.83,500,6.59,90.49
2025-11-18 06:38:34.275838,1.49,500,8.39,90.97
2025-11-18 06:37:34.275840,0.8,200,5.5,95.92
2025-11-18 06:36:34.275843,2.37,200,7.86,99.58
2025-11-18 06:35:34.275846,2.08,200,8.18,91.15
2025-11-18 06:34:34.275848,2.75,200,6.7,96.12
2025-11-18 06:33:34.275850,0.34,500,6.14,96.89
2025-11-18 06:32:34.275853,2.66,200,5.35,93.75
2025-11-18 06:31:34.275856,2.52,500,2.48,93.71
2025-11-18 06:30:34.275858,1.93,500,1.74,98.62
2025-11-18 06:29:34.275861,0.19,200,3.02,97.65
2025-11-18 06:28:34.275863,0.78,200,6.82,92.54
2025-11-18 06:27:34.275866,1.62,200,5.89,92.86
2025-11-18 06:26:34.275868,2.56,200,0.17,91.95
2025-11-18 06:25:34.275871,0.4,200,1.14,90.77
2025-11-18 06:24:34.275873,2.29,500,9.52,92.68
